esp	nah
reportero	ueltlakuilo
caer	uetsi
reir	uetska
broma	uetskalistli
risa	uetskayotl
caído	uetski
risueño	uetskistomak
viejo	ueue
envejecido	ueuetili
anciano	ueuetini
tambor	ueuetl
vejez	ueueyotl
suegro	uexiutli
blasfemo	uexkatlajto
blasfemar	uexkatlajtoa
blasfemia	uexkatlajtoli
huejotzinca	uexotsinkatl
grande	uey
enciclopedia	ueyamoxtli
orgía	ueyauilnemilistli
torbellino	ueyejekatl
banca	ueyikpali
crecer	ueyiya
rascacielo	ueykali
trailer	ueykalmimiloli
dinosaurio	ueykuetspalin
contrabajo	ueymekaueuetl
autopista	ueyojtli
lucero	ueysitlali
emperatriz	ueysiuatlajtoani
doctor	ueytemachtiani
patriarca	ueytepachoteopixki
campana	ueyteposkoyoli
acero	ueytepostli
rey	ueytlajtoani
imperio	ueytlajtokayotl
continente	ueytlalpan
universidad	ueytlamachtilkalko
maravillosamente	ueytlamauisoltika
tuba	ueytlapitsalkuakuauitl
rascacielo	ueytlasololi
ugandés	ugandatl
uganda	ugandia
ugandés	ugantekatl
huichol	uichotl
hacia	uik
llevado	uikalo
pena	uikayotl
venir	uikia
deber	uikilia
azadón	uiktli
proceso	uilistlajtoli
palomino	uilokonetl
homosexual	uilontli
homosexualidad	uilonyotl
homoxesual	uilotiani
cielo	uilouayan
aglomerar	uipana
aglomerado	uipani
bici	uisi
cocerse	uisi
bicicleta	uisiketla
vientre	uitetl
flechar	uitoloua
huizache	uitsachin
colibrí	uitsilin
balsamo	uitsiloxitl
colibrí	uitsitsilin
cardo	uitskilitl
aloe	uitsmetl
biznaga	uitsnauatl
barra	uitsoktli
afilado	uitstik
convulsión	uixkayotl
uzbeko	usbekistanekatl
uzbekistán	usbekistania
resina	uxitl
u	v
vaca	vakaxi
valencia	valensia
valenciano	valensianekatl
valenciano	valensiatl
vanuatu	vanuato
vasco	vaxkatekatl
vasco	vaxkatl
venezuela	venesolan
venezolano	venesolatl
venezolano	venesoltekatl
videocasete	videokaxeti
vietnam	vietnamia
vietnamita	vietnamiatl
violín	violi
violín	violin
violinista	violnemini
xi	x
cabaña	xakali
fechar	xakaloa
despercudido	xakualoli
sobajar	xakualtia
duna	xalan
jalapa	xalapan
jalisco	xalixko
jalisciense	xalixkotl
jalisciense	xalixtekatl
arenoso	xalo
jaltomate	xaltomatl
jamaica	xamaika
jamaiquino	xamaikatl
jamaiquino	xamaitekatl
hender	xamania
entablar	xamanilteka
horno	xamixkaltexkaxitl
ladrillera	xamixkoyan
ladrillo	xamixtli
japonés	xapotekatl
japonés	xapotl
estrundo	xaxamakalistli
rompeolas	xaxamakani
crujir	xaxamatsa
cara	xayakatl
careta	xayaktli
división	xeliuilistli
apartado	xelotok
derrocar	xetinia
distribuido	xexelo
dividir	xexeloa
campechano	xikalankatl
cenote	xikalantli
jicara	xikali
jícama	xikamatl
chichón	xikipiliuistli
monedero	xikipiltomin
difamar	xikitsoa
cometa	xikoatl
vela	xikokuitlali
encerar	xikokuitlaltia
candelero	xikokuitlaochiuki
vela	xikokuitlaokotl
cera	xikokuitlatl
calumniar	xiktlasa
deshorar	xikuetsi
barriga	xilantli
jilotepec	xilotepek
astilla	ximali
trasquilador	ximani
bienvenido	ximopanolti
china	xina
semilla	xinachtli
semental	xinachyo
esperma	xinachyotl
semillero	xinaloani
sinaloense	xinaloatl
deshordenar	xinia
jiote	xiotl
desnudar	xipetsa
desnudo	xipetsok
despellejar	xipeua
desollamiento	xipeualistli
circuncisión	xipinkuayotl
jirafa	xirafatl
ruido	xitekuikalistli
derrocar	xitenia
descompuesto	xitik
alisar	xitlatsoa
jitomate	xitomatl
estallido	xittontlali
explosión	xittontlalistli
explotar	xittontlani
estallido	xittontlanili
explosión	xittontlanilistli
cohete	xittontlaxochitl
té	xiuatl
condimento	xiuitl
abacería	xiukaloyan
tinaja	xiukomitl
era	xiumolpiloyan
anuario	xiupouali
cerámica	xiutepalkatl
años	xiutin
mitra	xiuuitsoli
derramar	xiximi
desbaratar	xixinia
desarmar	xixiui
empeine	xixotl
galápago	xochayotl
flamingo	xochiastatl
aroma	xochiauiyalistli
zanahoria	xochikamojtli
poeta	xochikuikani
abrotoñar	xochilia
floricultor	xochimanki
flores	xochimej
salmón	xochimichin
xochimilca	xochimilkatl
lavanda	xochimojpaltik
floreado	xochimoyeuak
sahumerio	xochiokotsotl
rosa	xochipaltik
aromatizante	xochipoktli
hemorroides	xochisiuistli
flor	xochitl
golosina	xochitlakualistli
goloso	xochitlakuani
paraíso	xochitlalpan
enjundioso	xochiyo
enjundia	xochiyotl
fétido	xokiyak
agrio	xokok
mandarina	xokomandarina
viña	xokomekamili
pasa	xokomekatetsoli
uva	xokomekatl
xoconoxtle	xokonochtli
acedarse	xokoya
úiltimo	xokoyok
trébol	xokoyoli
benjamín	xokoyotl
fútbol	xoktapayolistli
tonto	xolopitli
gesto	xoloxayakatl
pie	xomachiotl
pie	xomachiualoni
jumíl	xomili
jumíl	xomilin
rincón	xomoli
xonacatlán	xonakatlan
prevenir	xonexka
sonorense	xonotatl
sonorense	xonotekatl
cuchara	xonpepetl
patada	xopalmachiotl
primavera	xopan
primavera	xopanistli
primaveral	xopanitstempakayotl
primavera	xopanitstempan
verdoso	xopeleuak
jordano	xordanekatl
jordania	xordania
jordano	xordaniatl
níspero	xotexokotl
pie	xotl
crudo	xotli
flaco	xouakki
hernia	xoxali
verdura	xoxochilistli
vergel	xoxochitlan
verde	xoxoktik
verde	xoxoktli
golpe	xoxolistli
shoshón	xoxoni
idiota	xoxotl
golpeado	xoxotok
juan	xuan
julio	xulio
junio	xunio
verano	xupan
veraniego	xupantlakayotl
verano	xupantlan
yi	y
adiestrar	yakana
constipado	yakapotonili
constipación	yakapotonilistli
punta	yakatli
acabar	yakauki
ablandar	yamania
cálido	yamanik
ablandado	yamanili
amable	yamankak
murmullo	yamankakuikatl
suave	yamanki
suave	yamastik
nuevo	yankuik
novedad	yankuiliskayotl
novedad	yankuilistli
mestizo	yankuitl
mestizo	yankuitlakatl
acercar	yanonasi
fortaleza	yaokali
soldado	yaokiski
militar	yaoktlayekoani
alfil	yaokuachpanitki
enemigo	yaotl
guerra	yaoyotl
colorante	yapali
colorante	yapaltik
circulo	yauali
redondez	yaualiukayotl
redondear	yaualoa
circular	yaualtik
vanidad	yaukatlayotl
propiedad	yaukayotl
tres	yei
miércoles	yeiluitl
el	yej-
derecha	yek
perfección	yekaukayotl
costumbre	yekilistli
entender	yekkaki
amabilidad	yeknakayotl
religiosamente	yeknemilistika
religión	yeknemilistli
convidar	yekolti
santificat	yekteneua
podar	yektia
perfecto	yektik
componer	yektlalia
compuesto	yektlalili
santo	yektli
comportarse	yelia
arado	yelimiki
comportamiento	yelistli
naturaleza	yelisyotl
pechuga	yelsisiyotkatl
sustantivo	yeltik
anteayer	yeouilpa
pero	yesej
primo	yesini
vena	yesneluatl
sangre	yestli
pesado	yetik
tercero	yeto
caber	yeui
anteayer	yeuiptla
meteorología	yeyamatilistli
meteorólogo	yeyamatini
lugar	yeyantli
buenos	yeyektin
satisfecho	yeyolmaxilili
noche	yoali
paz	yokoxkayotl
reposado	yokuxkayo
esfuezo	yolchikaualistli
vivir	yolia
despacio	yolik
espiritual	yoliliso
dialogo	yolilistlajtoli
ánima	yolilistli
filosofía	yolismatilistli
prudente	yolismatini
prudencia	yolismatkayotl
astuto	yolismatki
vida	yolistli
acémila	yolitl
jubilado	yolitlamanemi
conciencia	yolixtli
mascota	yolkaikniutli
animales	yolkamej
animalejo	yolkapoli
animal	yolkatl
animalillo	yolkatontli
insecto	yolkatsin
animalito	yolkatsintli
desmayar	yolmiki
desvanecido	yolmikilili
desvanecimiento	yolmikilistli
aprobar	yolnankilia
aprobado	yolnankilili
aprobación	yolnanqulistli
estetoscopio	yolokakiloni
descuidado	yolokimali
descuidar	yolokimatia
descuido	yolokimatilistli
iracundo	yolokokolkuik
inconstancia	yolokuekuepkayotl
prudencia	yolomachilistli
prudente	yolomatki
locura	yolopoliukayotl
ecologista	yolosemanauatini
ecología	yolosemanauayotl
generoso	yolotlapaltik
corazón	yolotli
corazoncito	yolotsin
corazoncito	yolotsintli
melocotonero	yoloxokuauitl
corazonada	yoloyotl
contento	yolpachiui
alegrar	yolpaki
mansedumbre	yolseukayotl
despacio	yoltik
rondar	youalapia
noche	youali
anal	youikuik
modestia	youinemilistli
modesto	youinemini
sabandija	yoyoli
corazones	yoyolo
prenda	yoyomitl
sinagoga	yudiokali
judería	yudionesentlalistli
sinagoga	yudioteokali
judío	yudiotl
judío	yudiotlakatl
judaísmo	yudioyotl
yucatán	yukatan
intento	yukateyolistli
intención	yukateyolisyotl
intencional	yukateyoloni
tal	yuki
así	yukin
utah	yutan
yutano	yutatl
yute	yutli
¡espera!	¡chia!
¡calma!	¡kauik!
¡asomate!	¡nanaj!
¡felicidades!	¡pakiliskayoli!
¡alto!	¡uejkapa!
¿cúal?	¿kajtli?
